-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-79.12,-82.50,-91.86,-109.96,-108.37,-114.17,-5.35,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-80.78,-79.98,-90.10,-108.88,-116.94,-112.92,-2.75,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-92.72,-77.15,-88.15,-107.73,-115.34,-105.77,-0.15,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-78.78,-67.74,-85.97,-100.96,-100.86,-104.40,2.45,-1.76
-79.59,-63.79,-83.50,-99.63,-98.98,-108.96,5.05,-1.76
-79.59,-63.79,-83.50,-99.63,-98.98,-108.96,5.05,-1.76
-79.59,-63.79,-83.50,-99.63,-98.98,-108.96,5.05,-1.76
-79.59,-63.79,-83.50,-99.63,-98.98,-108.96,5.05,-1.76
